cid,SMILES,AO,ROS,NRF2
4601780,CCOC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)N3CCC4=CC=CC=C43)C5=CNC6=CC=CC=C65,0,1,0
4605084,CCCCCCCCC(=O)NCCOC1=CC=CC=C1,0,0,1
4606605,CCCCC1=CC2=C(C(=N1)NC(=O)C)C(=O)OC3=CC=CC=C32,0,0,1
4608154,CCCCN(CC1=CC=CC=C1)C(=O)CCN2C(=O)C3C4CC(C3C2=O)C=C4,0,0,1
4609473,CC1CCN(CC1)C(=O)C2=NOC(=C2)C3=CC=CO3,0,1,0
4616428,CCCCCCCC(=O)NN=C1CCN(CC1)CC2=CC=CC=C2,0,0,1
4618638,CC1=CC2=NC(=CN2C=C1)CCNC(=O)CC3CCCCC3,0,0,1
4618743,CC1=CC2=NC(=CN2C=C1)CCNC(=O)C3CCCCC3,0,0,1
4622790,CCOC1=CC=CC2=C1OC3(CC2NC(=O)N3CC4=CC=CC=C4)C,0,1,0
4623128,CCCC1CCC(=NNS(=O)(=O)C2=CC(=C(C=C2)C)[N+](=O)[O-])CC1,0,0,1
4625749,CCCCCCCC1=NC2=C(O1)C3=CC=CC=C3N(C2=O)C,0,0,1
4642065,CCCCNC(=O)NNC(=O)C1=CC=CO1,0,0,1
4646915,CCCCNC(=S)NNC(=O)C1=C(C=CS1)C,0,0,1
4652385,CC1CCCCN1C(=S)NCCC2=CC=CC=C2,0,0,1
4654427,CCCCCCCCNC(=O)C1=NSN=C1,0,0,1
4657388,CC1=CC(=C(C(=C1)C)NC(=O)COC(=O)C2CCC(=O)N2)C,0,0,1
4658718,CC1=CC(=CC=C1)N=NC2=C(C(=C(NC2=O)O)C#N)C,0,1,0
4662038,CC1=C(C=C(C=C1)N2C(=O)C(NC2=S)CC3=CC=C(C=C3)O)C,0,0,1
4662250,CCC1=CC=C(C=C1)NC(=S)N2CCC(CC2)C(=O)OCC,0,0,1
4665699,CCCCCCNS(=O)(=O)C1=NN2C(=CC(=NC2=N1)C)C,0,0,1
4671686,CCCSC1=C(C(CC(=O)N1)C2=CC(=C(C=C2)O)OC)C#N,0,0,1
4671810,CCCCCCC1C(=C(OC2=C1C(=O)CCC2)N)C#N,0,0,1
4673983,CC1=CC(=CC=C1)CC2=CN=C(S2)NC(=O)C3=NCCN3,0,0,1
4675297,CCCCC1=CC(=O)OC2=C(C(=C(C=C12)Cl)[O-])C[NH+]3CCCC3,0,0,1
4681537,CCOC(=O)CSC1=NN=C(S1)NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],0,1,0
4684806,CC1=CC2=C(N1)C=CC(=C2)CNC(=S)NC3CCCCC3,0,0,1
4685091,CCCCCCCCNC(=O)C(CCC(=O)OCC1=CC=CC=C1)NC(=O)C,0,0,1
4687838,CC1CCCCC1NC(=O)CCCC2=C(C=C(C=C2)OC)C,0,0,1
4692200,CCCCC1=CC=C(C=C1)NC(=O)C(=O)NCCN2CCN(CC2)CC3=CC=C(C=C3)[N+](=O)[O-],0,0,1
4694140,CCCCCCNC(=O)CC(C1=CC=CC=C1)C2=C(C=CC(=C2)Br)O,0,0,1
4777950,CCC(C)N1CC(CC1=O)C(=O)O,0,1,0
4780659,CCCCC1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)NC3=CC(=C(C=C3C)[N+](=O)[O-])OC,0,0,1
4803225,CCC1=CC(=CC=C1)NC(=O)COC(=O)C2=CC(=O)C3=CC=CC=C3O2,0,1,0
4809906,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N)N=C1SCC(=O)N3CCCCC3C,0,0,1
4831609,CCCCN1C2=CC=CC=C2C(=C1O)N=NC3=CC=CC=N3,0,1,0
4832187,CC1=CC=CC=C1OCC(CN(CC2=CC=CC=C2O)C3CCCCC3)O,0,0,1
4832194,CC1=C(C(=CC=C1)C)OCC(CN(CC2=CC=CC=C2O)C3CCCCC3)O,0,0,1
4832593,CCN(CC(=O)NC1CCS(=O)(=O)C1)S(=O)(=O)C2=CC=CC(=C2)C(=O)C,0,1,0
4832944,CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=CC3=C(C=C2)C(=O)N(C3=O)C4=CC=C(C=C4)OCC,0,1,0
4835070,CC1=CC(=NO1)NC(=O)CSC2=NN=C(N2N)C3COC4=CC=CC=C4O3,0,1,0
4838219,CCOC(=O)C1=C(NC(=NC1C2=CC(=C(C=C2)OCC3=CC=C(C=C3)Cl)OC)N)C4=CC=CC=C4,0,1,0
4869077,CCCC(C)NC(=O)C1=CC2=C(C=C1)NC3=C2CC(CC3)C,0,0,1
4874882,CCOC(=O)C1CCCN(C1)C(=O)C2=C(C=C(C=C2)C)O,0,0,1
4876861,CCCCC1=NN=C(S1)NC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4,0,0,1
4877095,CCOC(=O)C1=C(N=C(S1)NC(=O)C2=CC3=C(S2)CCC(C3)C)C,0,0,1
4879119,CC1=CC(=C(C(=C1)C)OCC(=O)NCC2CCCO2)C,0,0,1
4879137,CC1=CC(=C(O1)C)C(=O)NC2CCCC3=CC=CC=C23,0,0,1
4879142,CC1=C(C(=NN1CC2=CC=CC=C2)C)C(=O)NC3CCCC4=CC=CC=C34,0,0,1
4879485,CC1=CC(=C(C=C1)NC(=O)C2CC(=O)N(C2)CCC3=CC=CC=C3)C,0,0,1
4879540,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N)N=C1SCC3CCCO3,0,0,1
4879867,CCN(CC(=O)NC1=C(C=CC(=C1)Cl)C)C(=O)C2CCCCC2,0,0,1
4883004,CCCCN1C(C(CC1=O)C(=O)O)C2=CC=C(C=C2)OC,0,0,1
4883297,CCCNS(=O)(=O)C1=CC=CC(=C1)C(=O)NC2CCCC3=CC=CC=C23,0,0,1
4885555,CC1=CC(=NC2=NC(=NN12)CCCO)C,0,0,1
4888984,CC1=CC=C(C=C1)N2C(=C(C3=CC=CC=C3C2=O)C=NC4CCS(=O)(=O)C4)O,0,1,0
4890170,CCC1=CC2=C(C=C1)N=C(S2)N3C(C4=C(C3=O)OC5=CC=CC=C5C4=O)C6=CC(=C(C=C6)OC)OC,0,1,0
4890655,CCOC1=CC=C(C=C1)C2CC(=NN2)C3=C(N(C(=O)N(C3=O)C)C)O,0,1,0
4896248,CCCCCCN1C=NC2=C(C1=O)OC3=C2C=C4CCCCC4=N3,0,0,1
4916133,CCCCN1CC2=C(C1=O)C(NC(=O)N2C)C3=CC=C(C=C3)O,0,0,1
4919766,CCCCC1=CC(=O)OC2=C(C(=C(C=C12)Cl)[O-])C[NH+](CC)CC,0,0,1
4961736,CC1CCC2=C(C1)C=C(S2)C(=O)NN,0,0,1
4961796,CCCCN1C(C(CCC1=O)C(=O)O)C2=CC=C(C=C2)OC,0,0,1
4963271,CCCCCN1C2=C(C(=C1N)C3=NC4=CC=CC=C4O3)C(=NN(C2=O)C)[N+](=O)[O-],0,1,0
4965175,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N)N=C1SCC(=O)NC3CCS(=O)(=O)C3,0,0,1
4966843,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N)N=C1SCC(=O)N(CC)C3CCS(=O)(=O)C3,0,0,1
4968817,CC(=O)C(CC1=CC=CC=C1)NC(=O)CN2CCC3=CC=CC=C3C2,0,0,1
4969429,CCOC(=O)C1=C(NC(=NC1C2=CC=C(C=C2)OCC3=CC=C(C=C3)C(=O)OC)N)C4=CC=CC=C4,0,1,0
4969592,CCCCN(C1CCS(=O)(=O)C1)C(=O)COC2=CC=C(C=C2)NC(=O)C,0,0,1
4973199,CCN(CC)CCCN=CC1=C(N(C(=O)C2=CC=CC=C21)C3=CC=C(C=C3)C)O,0,1,0
4987568,CCCCC(CC)C(=O)NC1=CC(=C(C=C1)C)O,0,0,1
4992171,CC1=CC(=C(C=C1)O)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,0,1,0
4996861,CCCCCCCCCCCNC(=O)C1=C(OC=C1)C,0,0,1
5000420,CCCCCCCC1(C(=O)N(C(=O)N1)CC(=O)NC2=NOC(=C2)C)C,0,0,1
5003862,COC1=CC2=C(C=C1)C=C(C=C2)C3=NC4=CC=CC=C4C(=C3)C(=O)O,1,0,0
5007139,CCCCNC(=O)N(C1CCCC1)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N,0,0,1
5008897,CCCCCCC1CCC(CC1)C2=NC(=NO2)C3=CC=NC=C3,0,0,1
5008898,CCCCC1=NOC(=N1)C2=C(ON=C2C3=CC=CC=C3Cl)C,0,0,1
5012998,CC1=CC(=C(C=C1)NC(=S)NC2CCN(CC2)CC3=CC=CC=C3)C,0,0,1
5016732,CCCCNC(=O)C1CC(=O)N(C1)C2CCCC2,0,0,1
5018391,CCCCC1C2CCCC=C2C(=O)O1,1,0,0
5018815,CC(C)N(C(C)C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,1,0,0
5019658,CCOC(=O)C1CCC(CC1)CNCC2=CC=C(C=C2)Cl,0,0,1
5031375,CCOC1=C(C=CC(=C1)C2C3=C(CCCC3=O)NC4=C2C5=C(C=C4)N=CC=C5)O,0,0,1
5050862,CCCCCN1C(=O)C2=C(C=C(C=C2)C(=O)N3CCCC3)NC1=S,0,0,1
5061369,CCCCNC(=S)NNC(=O)C1=CSC(=C1)C(C)C,0,0,1
5077291,CCCNC(=O)C1=CC(=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)OC)[N+](=O)[O-],0,1,0
5080658,CCCCCCCCCCOC(=O)C1=CSC2=C1SN=N2,0,0,1
5081810,CCCCNC(=O)CNC(=S)N(CC1=CC=C(C=C1)C)CC2=CC=CO2,0,0,1
5082181,CCN(CC)C(=O)C1=NN(C2=C1C3CCC2(C3(C)C)C)C4=CC=CC=C4,0,0,1
5082879,CCCCCC(=O)NNC1=NCC(S1)CC2=CC(=CC=C2)Cl,0,0,1
5084517,CCCCNC(=S)NNC(=O)C1=NOC(=C1)C,0,0,1
5084865,CC1=CC(=C(C=C1)O)NC(=O)C2=NOC3=C2CCCC3,0,1,0
5090858,CCCCCCCCN1C=C(C(=O)NC1=O)C(=O)C,0,0,1
5092626,CCOC1=CC=CC=C1N(C2=NC(CS2)C)C(=O)NC3=CC(=CC=C3)Cl,0,1,0
5096405,CCCOC1=CC=C(C=C1)CC2CCC(=O)NC2=O,0,0,1
5100678,CCCCOC(=O)C1=C(N=CN1)C(=O)OCCCC,0,0,1
5101096,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)OCC(CNC(CO)(CO)CO)O)Br)C)CSC3=CC=CC=C3,0,1,0
5103647,CCOC1=CC=CC2=C1OC(=O)C(=C2)C3=NN=C(S3)NCC4=CC5=C(C=C4)OCO5,0,1,0
5113740,COC1=CC=CC=C1CN(C(C2=CC=NC=C2)C(=O)NC3CCCCC3)C(=O)CCl,0,1,0
5132730,CCCCCCNS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2CCCO2,0,0,1
5142944,CCC(C1=CC=C(C=C1)C)NC(=O)C2CCC2,0,0,1
5152293,CCCCNC(=S)NCC1=CC2=C(C=C1)N(C(=C2)C)C,0,0,1
5153559,CCCCOC1=CC=C(C=C1)C(NC(=O)OCC)NC(=O)OCC,0,0,1
5155978,CCOC1=CC=C(C=C1)C(=O)CC(C(=O)O)N2CCCCC2,0,1,0
5160224,CCCCNC(=O)NNC1=C(C(=CC(=N1)Cl)C)C#N,0,0,1
5160429,CCCCC1C(=O)N(C(=S)N1)C2CCCCC2,0,0,1
5163402,CCCCCCCCC1=C(N=C(NC1=O)N2C(=O)C(=C(N2)C)CCO)O,0,0,1
5172669,CCCCNC(=S)NNC(=O)C1=CSC(=C1)C,0,0,1
5179281,CCOC(=O)C1CCN(CC1)CC2=CC(=C(C(=C2)C(C)C)O)C(C)C,0,0,1
5183036,CCCCCCCCN1C=NC2=C1C=C(C(=C2N)C)C,0,0,1
5188565,CCOC1=CC=C(C=C1)C2C(CCC(=O)N2C3CCCCC3)C(=O)O,0,0,1
5197412,CCCCN1C(=NNC1=S)C2=CSC3=C2CCCC3,0,0,1
5199378,CCN(CC)C1=CC2=CC(=C(C#N)C#N)CCC2CC1,0,1,0
5200879,CC1=C(C2=C(N1)C=CC(=C2)F)CCNC(=O)C3CCCCC3C(=O)OCC(F)(F)F,0,0,1
5201576,CCCCC1=NN(C2=C1C(=O)CCC2)C3=C(C=CC(=C3)Cl)OC,0,0,1
5205672,CCCCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,0,0,1
5222901,CCN1C(=NN=C1SCC2=CC=CC(=C2)C)C3=CC=CC=C3,0,0,1
5223919,CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=CC3=CC=CC=C3C=C2O,0,0,1
5233733,CC1=C(C=C(C=C1)S(=O)(=O)N(C)C)NC(=S)N2CCCCC2CO,0,0,1
5235390,CCN(CC)CC1=C(C=CC(=C1)CCNC(=O)C2=CC=C(C=C2)Cl)O,0,0,1
5235407,CCOC(=O)N1CCN(CC1)C(=O)CSCC(=O)NC2=NC(=CS2)C3=CC=C(C=C3)C4=CC=CC=C4,0,1,0
5237861,CCN1C(=NN=C1SCC2=CC=CC(=C2)C)C3=CC=C(C=C3)C,0,0,1
5240568,CCC1CCCCN1C(=S)NCC2=CC=CC=C2,0,0,1
5241173,CC1CC(CN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)OCC(=O)NC3=CC(=C(C=C3C)[N+](=O)[O-])OC)C,0,1,0
5258493,CC1=CC(=C(N1CC2CCCO2)C)C(=O)CSC3=NC4=CC=CC=C4C(=O)N3C,1,0,0
5260635,CCCC1=NC2=C(O1)C=CC(=C2)CC(=O)OC,0,0,1
5271566,CCOC(=O)/C=C\C(=O)OCC,1,0,0
5273568,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,1,0,0
5273569,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O,1,0,0
5273755,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC,1,0,0
5274591,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)O)O)OC,1,0,0
5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,1,0,0
5280352,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,1,0,0
5280388,CCCCC[C@@H](/C=C/C1=C(C(=O)CC1)CCCCCCC(=O)O)O,0,0,1
5280441,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,1,0,0
5280442,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,1,0,0
5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,1,0,0
5280448,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O,1,0,0
5280459,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,1,0,0
5280460,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,1,0,0
5280489,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,1,0,0
5280537,COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O,1,0,0
5280544,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O,1,0,0
5280633,C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,1,0,0
5280666,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,1,0,0
5280704,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,1,0,0
5280804,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,1,0,0
5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,1,0,0
5280880,CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O,0,0,1
5280899,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C[C@H](CC2(C)C)O)C)\C)\C)/C)/C,1,0,0
5280933,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,1,0,0
5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,1,0,0
5280939,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O,0,0,1
5281040,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,1,0,0
5281091,CC(C)(C)C(C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl,0,1,0
5281224,CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C,1,0,0
5281239,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)C[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C)/C=C/C=C(\C)/C=C=C3[C@](C[C@H](CC3(C)C)OC(=O)C)(C)O,1,0,0
5281243,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C,1,0,0
5281255,CC(=CCC1=C(C=CC(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)O)C,1,0,0
5281328,C/C=C(\CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)/C(C)C,1,0,0
5281331,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,1,0,0
5281343,C1=COC2=CC(=CC(=C2C1=O)O)O,1,0,0
5281416,C1=CC(=O)OC2=CC(=C(C=C21)O)O,1,0,0
5281417,C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,1,0,0
5281437,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,1,0,0
5281456,C/C=C(/C)\C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@@H](C=C([C@@]3([C@@H]4[C@@H]1C(=C)C(=O)O4)O)C)OC(=O)C,0,1,0
5281544,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O,1,0,0
5281571,C1=CC(=O)C(=C2C(=C1)C=C(C(=C2O)O)O)O,1,0,0
5281576,C[C@H]1CCCC(=O)CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1,0,0,1
5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,1,0,0
5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,1,0,0
5281614,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,1,0,0
5281616,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,1,0,0
5281621,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,1,0,0
5281623,COC1=CC(=C2C(=C1)OC3=C(C=CC(=C3C2=O)O)O)O,1,0,0
5281633,CC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=C(C=CC(=C3O2)O)O)CC=C(C)C)O)C,1,0,0
5281643,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,1,0,0
5281647,C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,1,0,0
5281650,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CC=C(C)C)O)C,1,0,0
5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,1,0,0
5281656,C1=C(C=C2C(=C1O)C(=O)C3=CC(=C(C=C3O2)O)O)O,1,0,0
5281670,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,1,0,0
5281671,CC(=CCC1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=C(C=C(C=C4)O)O)C,1,0,0
5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,1,0,0
5281673,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,1,0,0
5281692,C1=CC2=C(C=C1O)OC(=C(C2=O)O)C3=CC(=C(C(=C3)O)O)O,1,0,0
5281699,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,1,0,0
5281717,C1=CC(=C(C=C1O)O)/C=C/C2=CC(=CC(=C2)O)O,1,0,0
5281727,COC1=CC(=CC(=C1)/C=C/C2=CC=C(C=C2)O)OC,1,0,0
5281728,C1=CC(=CC=C1/C=C/C2=C3[C@H]([C@@H](OC3=CC(=C2)O)C4=CC=C(C=C4)O)C5=CC(=CC(=C5)O)O)O,1,0,0
5281764,C1=CC(=C(C=C1/C=C/C(=O)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/C2=CC(=C(C=C2)O)O)C(=O)O)O)O,1,0,0
5281769,C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O,1,0,0
5281771,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,1,0,0
5281773,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC(=C(C=C3)O)O)O)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O,1,0,0
5281780,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O,1,0,0
5281787,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O,1,0,0
5281788,C1=CC(=C(C=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,1,0,0
5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,1,0,0
5281793,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=C(C(=C(C=C2)O)O)/C=C/C3=CC(=C(C=C3)O)O)O)O,1,0,0
5281794,CCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC,1,0,0
5281800,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,1,0,0
5281806,CC(=CCC1=CC2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)C,1,0,0
5281810,COC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,1,0,0
5281813,COC1=CC(=C2C(=C1)OC(=O)C3=C2OC4=CC(=C(C=C43)O)O)O,1,0,0
5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,1,0,0
5281954,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O,1,0,0
5282150,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,1,0,0
5282151,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC=C(C=C5)O)O)O)CO)O)O)O)O)O,1,0,0
5282152,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,1,0,0
5282349,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O,1,0,0
5282360,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4O)O,0,0,1
5283043,CCCCC1[C@H]2CC(=O)[C@@H]([C@H]2CCC1=O)C/C=C\CCCC(=O)O,0,0,1
5284421,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,1,0,0
5284649,C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O,1,0,0
5293655,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,1,0,0
5294215,COC1=C(C=C(C=C1)/C=C/C(=O)NC(=S)NC2=C(C=C3C4=CC=CC=C4OC3=C2)OC)OC,0,1,0
