cid,SMILES,stat,mtor,nfkb
46844535,C1=CC=C(C=C1)NC(=O)CCCCC[Se][Se]CCCCCC(=O)NC2=CC=CC=C2,0,1,0
46861789,C1=CC=C(C=C1)C2=CC=CC=C2C3=CC(=NN3)C4=CC=C(C=C4)C(F)(F)F,0,1,0
46865641,COC1=C(C=CC(=C1)/C=C/C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O)O,0,1,1
46880365,C1=CC=C(C=C1)C2=NNC3=C2C=C(C=C3)C4=NN=C(S4)NC[C@H](CC5=CC(=CC=C5)C(F)(F)F)N,0,1,0
46880371,CN1C2=C(C=CC(=C2)C3=CN=C(S3)NC[C@H](CC4=CC=C(C=C4)C(F)(F)F)N)C=N1,0,1,0
46881778,CC[C@]12CCCN3[C@H]1[C@@]4(CC3)[C@@H](CC2)NC5=C(C=CC(=C45)O)[C@@H]6C[C@]7(CCCN8[C@H]7C9=C(CC8)C1=CC=CC=C1N69)CC,0,1,0
46885277,CNCC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4C5CCC4COC5)N6C7CCC6COC7,0,1,0
46885279,CN1CCN(CC1)CCOC2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5C6CCC5COC6)N7C8CCC7COC8,0,1,0
46887866,CC(=C)[C@H]1CC2=C(C3=C1C(=C(C=C3O)O)O)OC4=C(C2=O)C(=CC5=C4C=CC(O5)(C)C)O,0,1,1
46918341,CN1CCN(CC1)CCS(=O)(=O)N2CCN(CC2)C3=NC(=NC(=N3)N4C5=C(C(=CC=C5)OC)N=C4C(F)F)N6CCOCC6,0,1,0
46932297,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C,0,1,0
46942443,CC(=O)NCCNC1=NC2=C(C(=O)N1C)SC(=C2)C3=C(N=CC=C3)OC,0,1,0
49780382,C1CN(CCN1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=C7C(=CC=C6)SC8=CC=CC=C8S7)C(F)(F)F,0,1,0
49780593,C1CN(CCN1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=CC7=C(C=C6)OCO7)C(F)(F)F,0,1,0
49780813,CN1CCN(CC1)CC(=O)N2CCN(CC2)C3=C(C=C(C=C3)N4C(=O)C=CC5=CN=C6C=CC(=CC6=C54)C7=CC8=CC=CC=C8N=C7)C(F)(F)F,0,1,0
49781042,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=C(C=C(C=C3)N4C(=O)C=CC5=CN=C6C=CC(=CC6=C54)C7=CC8=CC=CC=C8N=C7)C(F)(F)F,0,1,0
49795266,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC=C(C=C3)F)C4=CSC=C4,0,1,0
49800511,CCC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CN=C(C=C3)C4CC4,0,1,0
49830289,C1=CC=C(C=C1)C2=CNC3=C2C(=NC=N3)NCCCO,0,0,1
49830435,C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC=C(C=C4)F)N,0,1,0
49830448,CCCCOC1=CC(=CC2=C1C(=NN2)N)C3=CC=NC=C3,0,0,1
49830455,CCCCOC1=NC=NC2=C1C(=CN2)C3=CC=CC=C3,0,0,1
49830590,CC(=O)NCC(=O)N1C2CCC1C3=C2C=CC(=C3)NC4=NC=C(C(=N4)NC5CCC5)C(F)(F)F,1,0,1
49830602,CCCCNC1=CC(=CC2=C1C(=NN2)N)C3=CC=NC=C3,0,0,1
49830704,CCCC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F,0,0,1
49830764,CCN(C1=CC=C(C=C1)NC2=NC3=C(C(=N2)NC4CC4)NC=N3)C(=O)C,0,0,1
49830806,CCCCN1C2=C(C=C(C=C2)N(C)C(=O)C3CCCCC3)N=C1NC(=O)C4=CC=CC(=C4)C#N,1,0,1
49830927,CCCC(=O)NC1=NNC2=NC3=CC=CC=C3C=C21,1,0,1
49830944,CCOC(=O)C1=CC2=C(C=C1)NC3=C2CCNC3=O,1,0,1
49831006,CCC(=O)NC1=CC(=C(C=C1)C(=O)N2CCNCC2)O,0,0,1
49850574,COC1=CC=CC(=C1OC)C=C(C(=O)/C=C/C2=CC(=C(C=C2)O)OC)C(=O)/C=C/C3=CC(=C(C=C3)O)OC,0,0,1
49854023,CN1C(=O)C=C(N=C1CC(=O)N2CCC3=CC=CC=C32)N4CCOCC4,0,1,0
49854430,CC1CC2=CC=CC=C2N1C(=O)CC3=NC(=CC(=O)N3C)N4CCOCC4,0,1,0
49857091,C[C@H]1CCC2([C@@H](CCCC2(C)C)C)C3=C1OC4=C(C(=C(C=C34)O)O)Br,0,1,0
49857280,C[C@]12CCCC([C@@H]1CCC3=C2C4=CC(=C(C(=C4O3)C=O)O)O)(C)C,0,1,0
49857476,C[C@]12CCCC([C@@H]1CCC3=C2C4=CC(=C(C(=C4O3)C=O)O)OC)(C)C,0,1,0
49857479,C[C@]12CCCC([C@@H]1CCC3=C2C4=CC(=C(C(=C4O3)C(=O)N)O)O)(C)C,0,1,0
49863103,CCCCC(=O)NC1=NC=NC2=C1NC(=N2)C3=CC=CC(=C3)C#N,0,0,1
50922691,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,1,0,0
50938607,CC1=C(C2=C(C=CC=C2F)N=C1C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CC(C5=C4C=C(C=C5)N6CCOCC6)(C)C,0,1,0
50939471,CC1=C(N=C2C=C(C=C(C2=C1N3CC(C4=C3C=C(C=N4)N5CCOCC5)(C)C)F)F)CC6=CC(=CC=C6)C(F)(F)F,0,1,0
50992384,CN1CCN(CC1)CC2=CC3=C(N=C2)OC4=C3N=C(N=C4N5CCOCC5)C6=C7C=CNC7=CC=C6,0,1,0
50993749,C1C(=C(C(=O)O1)C2=CC=C(C=C2)O)CC3=CC=C(C=C3)O,0,0,1
50993750,C1C(=C(C(=O)O1)C2=CC=C(C=C2)O)CC3=CC(=C(C=C3)O)O,0,0,1
50993751,C1C(=C(C(=O)O1)C2=CC(=CC(=C2)O)O)CC3=CC=C(C=C3)O,0,0,1
50993752,C1C(=C(C(=O)O1)C2=CC(=CC(=C2)O)O)CC3=CC(=C(C=C3)O)O,0,0,1
50995017,C1[C@@H](N(C(=O)O1)C2=NC3=C(C=NN3C=C2)C4=CC=C(C=C4)C5=NC=NN5)C6=CC=C(C=C6)F,0,1,0
51359032,COC(=O)C1=CN2C(=NC(=C2CC3=CC=CC=C3)C4=CC=CO4)C=C1,0,1,0
51359036,CC1=CC=C(C=C1)CC2=C(N=C3N2C=C(C=C3)C(=O)OC)C4=CC=CO4,0,1,0
51359039,CC1=CC(=CN2C1=NC(=C2CC3=CC=CC=C3)C4=CC=CO4)Br,0,1,0
51359042,CC1=CC=C(C=C1)CC2=C(N=C3N2C=C(C=C3C)Br)C4=CC=CO4,0,1,0
51359822,C1=CC=C(C=C1)C2=C(N3C=CC4=CC=CC=C4C3=N2)CC5=CC(=CC=C5)Cl,0,1,0
51359837,CC1=C(C=CC(=C1)OC)CC2=C(N=C3N2C=CC4=CC=CC=C43)C5=CC=CC=C5,0,1,0
51359969,COC(=O)C1=CN2C(=NC(=C2CC3=CC(=CC=C3)F)C4=CC=CO4)C=C1,0,1,0
51359973,COC1=CC=CC=C1CC2=C(N=C3N2C=C(C=C3)C(=O)OC)C4=CC(=CC=C4)Cl,0,1,0
51360037,CC1=C(C=CC(=C1)OC)CC2=C(N=C3N2C=C(C=C3)C(=O)OC)C4=CC=CO4,0,1,0
51360041,CC1=CC(=CN2C1=NC(=C2CC3=CSC=C3)C4=CC=CO4)Br,0,1,0
51361071,CC1=CSC(=N1)C2=NC3=C(C=C(C=C3C=C2)Cl)Cl,0,1,0
51361273,C1=COC(=C1)C2=C(N3C=C(C=CC3=N2)Cl)CC4=CSC=C4,0,1,0
51361277,CC1=C(C=CC(=C1)OC)CC2=C(N=C3N2C=C(C=C3)Br)C4=CC=CO4,0,0,1
51361283,C1=COC(=C1)C2=C(N3C=C(C=CC3=N2)Br)CC4=CSC=C4,0,1,0
52917887,CCOC(=O)N1CCC2=C(C1)N3C=C(N=C(C3=N2)N4CCOCC4)C5=CN=C(N=C5)N,0,1,0
52918146,CC1=C(C(=CC=C1)C)S(=O)(=O)NC[C@H](CN2CCC[C@]3(C2)CCN(C3)C4=NC=NC(=C4C5CC5)N)O,0,1,0
52941330,C1CC2=C(C1)C(=O)OC3=C2C(=CC(=C3)O)OCC4=CC=C(C=C4)C(=O)O,0,0,1
52943394,C1CC(CNC1)CCN2C3=NC=NC(=C3C(=N2)C4=CC(=C(C=C4)Cl)O)N,0,1,0
52944892,C1CN(CCN1C2=NC=NC3=CC=CC=C32)C(=O)[C@@H](CC4=CC=C(C=C4)C(F)(F)F)N,0,1,0
52950227,CC1(CCCC(C1)N2C3=C(CS(=O)(=O)C4=CC=CC=C43)C(=N2)C(=O)N5CCOCC5)C,0,1,0
52950307,CC1=C(C(=NO1)C)C2=CC(=CC=C2)N3C4=C(CS(=O)(=O)C5=CC=CC=C54)C(=N3)C(=O)N6CCOCC6,0,1,0
52950482,C1COCCN1C(=O)C2=NN(C3=C2C(S(=O)(=O)C4=CC=CC=C43)CC5=CC=CC=C5)C6=CC=CC=C6,0,1,0
52950521,C1CC1CC2C3=C(C4=CC=CC=C4S2(=O)=O)N(N=C3C(=O)N5CCOCC5)C6=CC=CC=C6,0,1,0
52950868,C1COCCN1C(=O)C2=NN(C3=C2CS(=O)(=O)C4=C3C=CC(=C4)C(F)(F)F)C5=CC=CC=C5,0,1,0
52952011,CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1(C4=CC[C@H]([C@@]4(CC3)C)[C@@H]5CC(=O)OC5)C)C,0,0,1
53234283,CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)CO,0,1,0
53235451,CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)CNC(=O)C,0,1,0
53247985,CCCC[C@@H](C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)NCC3=CC=CC=C3)NC(=O)/C=C/C4=CC=C(C=C4)OP(=O)(O)O,1,0,0
53247986,CCCC[C@@H](C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)NCC3=CC=CC=C3)NC(=O)/C=C(\C)/C4=CC=C(C=C4)OP(=O)(O)O,1,0,0
53248037,C/C(=C\C(=O)N[C@H]1CCC2=C3C(=CC=C2)C[C@H](N3C1=O)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC4=CC=CC=C4)/C5=CC=C(C=C5)OP(=O)(O)O,1,0,0
53248629,CCCC[C@@H](C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)N[C@H](C)CCC(=O)N)NC(=O)/C=C(\C)/C3=CC=C(C=C3)OP(=O)(O)O,1,0,0
53248630,CCCC[C@@H](C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)NCCOC(=O)N)NC(=O)/C=C(\C)/C3=CC=C(C=C3)OP(=O)(O)O,1,0,0
53248631,CCCC[C@@H](C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)NCCNC(=O)N)NC(=O)/C=C(\C)/C3=CC=C(C=C3)OP(=O)(O)O,1,0,0
53248632,C[C@H](CCC(=O)N)NC(=O)[C@@H]1CC2=CC=CC3=C2N1C(=O)[C@H](CC3)NC(=O)/C=C(\C)/C4=CC=C(C=C4)OP(=O)(O)O,1,0,0
53299524,COC(=O)C1=CN2C(=NC(=C2CC3=CC(=CC=C3)Cl)C4=CC=CO4)C=C1,0,1,0
53320263,C1=CC=C(C=C1)CCCC2=CN(N=N2)C3=CC4=C(C=C3)NN=C4,0,0,1
53320503,CC1=C2CN(COC2=C(C=C1)[C@@H](C)CCC=C(C)C)CCC3=CC(=C(C=C3)OC)OC,0,0,1
53341570,CC1=C(C(=NC=N1)N2CCC(CC2)CNC(=O)C)C#CC3=CN=C(C=C3)N,0,1,0
53388144,CN(CC(=O)N(CC1=CC=C(C=C1)C2CCCCC2)C3=CC(=C(C=C3)C(=O)O)O)S(=O)(=O)C4=C(C(=C(C(=C4F)F)F)F)F,1,0,0
54580124,CC1=CC=CC=C1S(=O)(=O)NC[C@H](CN2CCC[C@]3(C2)CCN(C3)C4=NC=NC(=C4C5CC5)N)O,0,1,0
54580125,C1C[C@@]2(CCN(C2)C3=NC=NC(=C3C4CC4)N)CN(C1)C[C@@H](CNS(=O)(=O)C5=CC=CC=C5Br)O,0,1,0
54581104,C1C[C@@]2(CCN(C2)C3=NC=NC(=C3C4CC4)N)CN(C1)C[C@@H](CNS(=O)(=O)C5=CC=CC=C5Cl)O,0,1,0
54583917,CC1=NC(=NC(=N1)N2C3=CC=CC=C3N=C2NC4CCOCC4)N,0,1,0
54584091,C1C[C@@]2(CCN(C2)C3=NC=NC(=C3C4CC4)N)CN(C1)C[C@@H](CNS(=O)(=O)C5=CC=CC=C5F)O,0,1,0
54584949,CNC1=NC(=NC=N1)N2C3=CC=CC=C3N=C2NC4=CC(=CC=C4)O,0,1,0
54586917,CCCC1=NC(=NC(=N1)N2C3=CC=CC=C3N=C2NC4=CC(=CC=C4)O)N,0,1,0
54676647,CC1=C([C@H](OC1=O)C/C(=C/CC[C@H](C)/C=C/C=C(\C)/CCCC2=COC=C2)/C)O,0,0,1
54676834,C1=CC=C2C(=C1)C(=C(C(=O)N2)NC(=O)C3=CC=CO3)O,0,1,0
54687310,CC1=CC(=CC=C1)C2=C(NC(=O)C=C2O)Cl,0,1,1
54692220,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C3=CC=C(C=C3)Br)C4=C(C5=CC=CC=C5OC4=O)O,0,1,0
54702820,CC1=C(/C(=C/[C@H](C)CCC/C(=C/CCC2=COC(=C2)CC3=COC=C3)/C)/OC1=O)O,0,0,1
54704296,CCCCCCCCCCCCCC(=O)OC[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O,0,0,1
54720211,CCCCCCCCCC(=O)OC[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O,0,0,1
54726397,CC1=C(/C(=C/[C@H](C)CC/C=C(/C)\CCCC2=COC(=C2)CC3=COC=C3)/OC1=O)O,0,0,1
54726684,CC1=C([C@H](OC1=O)C/C(=C/CCC(C)/C=C/C=C(\C)/CCCC2=COC=C2)/C)O,0,0,1
54761473,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)N4C5=CC=CC=C5N=C4NC,0,1,0
56599298,CC1=CC(=CN=C1OC)N2CCC3=C(C2)C(=NC=N3)O[C@H]4CCN(C4)C(=O)C5CCOCC5,0,1,0
56643789,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=C(C=CC4=N3)CO)C5=CC=CC=C5)N,0,1,0
56644191,CCC1=CN2C(=C(N=C2N=C1)C3=CC=C(C=C3)C4(CCC4)N)C5=CC=CC=C5,0,1,0
56644194,CCC1=CN2C(=NC(=C2C3=CC=CC=C3)C4=CC=C(C=C4)C5(CCC5)N)C=C1,0,1,0
56644347,CC1=CN=C2N1N=C(C(=C2)C3=CC=CC=C3)C4=CC=C(C=C4)C5(CCC5)N,0,1,0
56644611,CNC(=O)NC1=CC2=NC(=C(N2C=C1)C3=CC=CC=C3)C4=CC=C(C=C4)C5(CCC5)N,0,1,0
56644826,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC=C(C4=N3)C5CC5)C6=CC=CC=C6)N,0,1,0
56645035,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=C(C=CC4=N3)C(=O)NCCO)C5=CC=CC=C5)N,0,1,0
56645036,COCCNC(=O)C1=CN2C(=NC(=C2C3=CC=CC=C3)C4=CC=C(C=C4)C5(CCC5)N)C=C1,0,1,0
56645037,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=C(C=CC4=N3)C(=O)NC5CC5)C6=CC=CC=C6)N,0,1,0
56645234,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=C(C=CC4=N3)C(=O)NCC5CC5)C6=CC=CC=C6)N,0,1,0
56645238,CCNC(=O)C1=CN2C(=NC(=C2C3=CC=CC=C3)C4=CC=C(C=C4)C5(CCC5)N)C=C1,0,1,0
56645239,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=C(C=CC4=N3)C5CC5)C6=CC=CC=C6)N,0,1,0
56645363,CC(C)(C1=CN=CC(=C1)C2=NC3=C(N2C4CC4)C=C(C=C3)F)O,1,0,0
56646041,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC(=NC4=N3)C5CC5)C6=CC=CC=C6)N,0,1,0
56646649,CNC(=O)C1=CN2C(=NC(=C2C3=CC=CC=C3)C4=CC=C(C=C4)C5(CCC5)N)C=C1,0,1,0
56646650,COCC1=CN2C(=NC(=C2C3=CC=CC=C3)C4=CC=C(C=C4)C5(CCC5)N)C=C1,0,1,0
56649450,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,1,1,0
56650208,CC1=CC(=CN=C1OC)N2CCC3=C(C2)C(=NC=N3)N[C@H]4CCN(C4)C(=O)C5=CN=CO5,0,1,0
56650873,CCC(=O)N1CC[C@@H](C1)OC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)OC,0,1,0
56652591,CC1=CC(=CN=C1OC)N2CCC3=C(C2)C(=NC=N3)O[C@H]4CCN(C4)C(=O)C5=C(OC=N5)C,0,1,0
56652919,CC1=CC(=CN=C1OC)N2CCC3=C(C2)C(=NC=N3)O[C@H]4CCN(C4)C(=O)C5CCOC(C5)(C)C,0,1,0
56654997,CCC(=O)N1CC[C@@H](C1)OC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C#N,0,1,0
56662008,C1C2=C(C=CC(=C2)C3=NN=C(S3)NC[C@H](CC4=CC=C(C=C4)C(F)(F)F)N)NC1=O,0,1,0
56663448,CC1=CC(=C(C(=C1)C)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3CCCCC3)C4=CC(=C(C=C4)C(=O)O)O)C,1,0,0
56668926,C1CNCCC1C(C2=CC(=C(C=C2)F)F)NC(=O)C3=CC4=C(C=C3)C=NC=C4,0,1,0
56672407,COC1=C(C=C(C=C1)C(C2CCNCC2)NC(=O)C3=CC4=C(C=C3)C=NC=C4)F,0,1,0
56679374,CC1=CN2C(=CN=C2C(=N1)NC3=CC(=CS3)CN4CCC(CC4)O)C5=CNN=C5,1,0,0
56683916,CNCCN(C)C(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)OC)N4CCOCC4,0,1,0
56833541,CN1CCN(CC1)CC2=CC3=C(N=C(N=C3S2)C4=CN=C(N=C4)N)N5CCOCC5,0,1,0
56833639,CNCC1=CC2=C(C=C1)C3=C(CCO2)C=C(S3)C(=O)N(C)C4=CC=CC=C4Cl,0,1,0
56834952,COC1=C2C=C(CC[C@@H](CCCCC3=CC(=C(O2)C=C3)OC)O)C=C1,0,1,1
56847442,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)N(CC2=CC=C(C=C2)C3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C#N)C5=CC(=C(C=C5)C(=O)O)O,1,0,0
56926598,CC(C)N1C=C(C2=C(N=CN=C21)N)C(=O)C3=CN=CC(=N3)N[C@@H]4CCC[C@@H]4C5=CC=C(C=C5)F,0,1,0
56926699,CC(C)N1C=C(C2=C(N=CN=C21)N)C(=O)C3=CN=CC(=N3)N[C@@H]4CNC[C@@H]4C5=CC=C(C=C5)F,0,1,0
56926701,CC(C)N1C=C(C2=C(N=CN=C21)N)C(=O)C3=CN=CC(=N3)N[C@@H]4CCN[C@@H]4C5=CC=C(C=C5)F,0,1,0
56955068,C1CC(C1)(C2=CC=C(C=C2)C3=NN4C=CC=C4C=C3C5=CC=CC=C5)N,0,1,0
56966841,C1CC1C2=CN3C=C(N=C(C3=N2)N4CCOCC4)C5=CC(=CC=C5)O,0,1,0
57326216,CCCCCN=C1N=C(N(S1)C2=CC=CC=C2)C3=CC=CC=C3.Br,0,0,1
57326315,CCCCCN=C1N=C(N(S1)C2=CC=CC=C2)C3=CC=C(C=C3)OC.Br,0,0,1
57326491,CCCCCN=C1N=C(N(S1)C2=CC=CC=C2)C3=CC=C(C=C3)OC.Cl,0,0,1
57339737,C1C2=C(C3=C(C=CC(=C3)CCCCN)NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],0,0,1
57377767,CNC1=C(C(=NC2=C3C=C(C=CC3=NN21)F)C4=CC=C(C=C4)C5(CCC5)N)C6=CC=CC=C6,0,1,0
57384017,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@](C)(CCC=C(C)C)[C@H]2CCC(=CC2)C)O)O)O,1,0,0
57389551,CN1C(=O)C=C(N=C1CC(=O)N2CCC3=C(C=CC=C32)C(F)(F)F)N4CCOCC4,0,1,0
57389781,CN1CCN(CC1)CC2=C3CCN(C3=CC=C2)C(=O)CC4=NC(=CC(=O)N4C)N5CCOCC5,0,1,0
57389784,CN1C(=O)C=C(N=C1CC(=O)N2CC3(CCOCC3)C4=CC=CC=C42)N5CCOCC5,0,1,0
57391365,CC1=C(C=CC=C1C(F)(F)F)CN2C=CN3C2=NC(=CC3=O)N4CCOCC4,0,1,0
57391367,CC1CN(CCO1)C2=CC(=O)N3C=CN(C3=N2)CC4=C(C(=CC=C4)C(F)(F)F)C,0,1,0
57392648,CNC(=O)C1=CC=C(C=C1)C2=CN=C3C(=N2)N(C(=O)N3)CC4CCCCC4,0,1,0
57393134,C1=CC(=CC(=C1)OCC(=O)O)CCCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)C4=CC=C(C=C4)Cl,0,0,1
57394838,CC1=CN2C=C(N=C(C2=N1)N3CCOCC3)C4=CC(=CC=C4)O,0,1,0
57395002,CC(=O)O[C@@H]1CC[C@@]2([C@@H]([C@]1(C)CO[Si](C)(C)C(C)(C)C)CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)OC(=O)C)C,1,0,0
57395833,C1CNCC2=C3C(=CC(=O)N2C1)NN(C3=O)C4=CC=CC=C4Cl.Cl,0,0,1
57396626,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=CC(=CC=C4)C(F)(F)F,0,1,0
57396749,CC(=O)O[C@@H]\1COC(=O)/C1=C/C[C@@H]2C(=C)CC[C@H]3[C@]2(CC[C@H]([C@@]3(C)CO[Si](C)(C)C(C)(C)C)O)C,1,0,0
57398381,CC(=O)N1CCN(CC1)CC2=CN3C=C(N=C(C3=N2)N4CCOCC4)C5=CC(=CC=C5)O,0,1,0
57398861,CCN1CCC(CC1)C(=O)NC2=NNC3=NN=C(C=C32)C4=C(C(=CC=C4)F)F.Cl,1,0,0
57400039,CN1CCN(CC1)CC2=CN3C=C(N=C(C3=N2)N4CCOCC4)C5=CC(=CC=C5)O,0,1,0
57401876,CCN1CCN(CC1)C(=O)C2=CC=C(C=C2)CCNC(=O)C3=C4C(=C(C=C3)O)NC(=N4)C5=CC=CS5,0,0,1
57402814,C1CN(CC2=C3C(=CC(=O)N2C1)NN(C3=O)C4=CC=CC=C4Cl)CC5=COC=C5.Cl,0,0,1
57403581,C[C@@H]1CN(CCO1)C2=CC(=O)N3C=CN(C3=N2)CC4=C(C(=CC=C4)C(F)(F)F)C,0,1,0
57404840,CNC1=NC=C(C(=N1)CC2CC2)C3=NC(=NC=C3)NC4=CC=NC=C4,0,1,0
57430866,CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,1,0,0
57441973,CCCCNCC1=C(C=CC(=C1)C2=NC3=C(C=C2)C(=NC(=N3)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C)OC,0,1,0
57495274,CC1=CC(=CN=C1OC)N2CCC3=C(C2)C(=NC=N3)O[C@H]4CCN(C4)C(=O)C5CC(C5)OC,0,1,0
57495287,CCC(=O)N1CC[C@@H](C1)OC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C(F)(F)F,0,1,0
57495294,CC1=CC(=CN=C1OC)N2CCC3=C(C2)C(=NC=N3)N[C@H]4CCN(C4)C(=O)C5CCOC(C5)(C)C,0,1,0
57495334,CC1=CC(=CN=C1OC)N2CCC3=C(C2)C(=NC=N3)O[C@H]4CCN(C4)C(=O)C5CCN(CC5)C(=O)C,0,1,0
57495355,CCC(=O)N1CC[C@@H](C1)NC2=NC=NC3=C2CN(CC3)C4=CN=C(C(=C4)C)OC,0,1,0
57582465,CCNC1=CC2=C(C(=C1)O)C(=O)O[C@H]([C@@H](/C=C\C(=O)[C@H]([C@H](CC#C2)O)O)C)C,0,1,1
57624637,CCNC1=CC\2=C(C(=C1)O)C(=O)O[C@H]([C@@H](/C=C\C(=O)[C@@H]3[C@H](C/C=C2)OC(=O)O3)C)C,0,1,1
57624640,C[C@@H]1/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)CCCN3C=CN=C3)O)C(=O)O[C@H]1C)O)O,0,1,1
57624649,C[C@@H]1/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)N3CCNC3=O)O)C(=O)O[C@H]1C)O)O,0,1,1
57624653,C[C@@H]1/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)NCC(=O)O)O)C(=O)O[C@H]1C)O)O,0,1,1
57624659,CCNC1=CC\2=C(C(=C1)O)C(=O)O[C@H]([C@@H](/C=C\C(=O)[C@@H]([C@H](C/C=C2)OC(=O)C(F)(F)F)O)C)C,0,1,1
57624665,C[C@@H]1/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)NCC3CCNCC3)O)C(=O)O[C@H]1C)O)O,0,1,1
57624680,C[C@@H]1/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)N3CCOC3=O)O)C(=O)O[C@H]1C)O)O,0,1,1
57624686,C[C@@H]1/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)NCC(=O)N)O)C(=O)O[C@H]1C)O)O,0,1,1
57624702,C[C@@H]1/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)NC3CC3)O)C(=O)O[C@H]1C)O)O,0,1,1
57869881,CCCCC1CN(CCO1)C2=NC(=CC(=O)N2C)C3=C(C=NC=C3)F,0,0,1
58008597,CC1=C2C(=CC=C1)C=C(N(C2=O)C3CCCC3)CN4C5=NC=NC(=C5C(=N4)C6=CC(=CC(=C6)F)O)N,0,1,0
58008724,CC1=C2C(=CC=C1)C=C(N(C2=O)C3CC3)CN4C5=NC=NC(=C5C(=N4)C6=CC(=CC(=C6)F)O)N,0,1,0
58008896,CC1=C2C(=CC=C1)C=C(N(C2=O)C3CC3)CN4C5=NC=NC(=C5C(=N4)C6=CC(=CC=C6)O)N,0,1,0
58009022,CC1=C2C(=CC=C1)C=C(N(C2=O)C3CCC3)CN4C5=NC=NC(=C5C(=N4)C6=CC(=CC(=C6)F)O)N,0,1,0
